title,title_norm,year,rt_tomato,rt_audience,tomatometer_count,audience_count,tomatometer_status,audience_status
The Castle,the castle,1999.0,87.0,92.0,39.0,14613.0,Fresh,Upright
The Cat from Outer Space,the cat from outer space,1978.0,67.0,59.0,9.0,7070.0,Fresh,Spilled
The Cat o' Nine Tails (Il gatto a nove code),the cat o nine tails il gatto a nove code,1971.0,82.0,53.0,22.0,4156.0,Fresh,Spilled
The Cat Returns,the cat returns,2002.0,90.0,82.0,21.0,35328.0,Fresh,Upright
The Catcher Was A Spy,the catcher was a spy,2018.0,32.0,51.0,75.0,503.0,Rotten,Spilled
The Catechism Cataclysm,the catechism cataclysm,2011.0,47.0,44.0,19.0,189.0,Rotten,Spilled
The Catered Affair,the catered affair,1956.0,17.0,71.0,6.0,441.0,Rotten,Upright
The Celestine Prophecy,the celestine prophecy,2006.0,4.0,54.0,23.0,19603.0,Rotten,Spilled
The Cell,the cell,2000.0,45.0,57.0,164.0,180872.0,Rotten,Spilled
The Challenge,the challenge,1982.0,57.0,70.0,7.0,322.0,Rotten,Upright
The Challenge,the challenge,2017.0,78.0,33.0,18.0,46.0,Fresh,Spilled
The Chamber,the chamber,2018.0,33.0,14.0,15.0,66.0,Rotten,Spilled
The Change-Up,the change up,2011.0,25.0,47.0,156.0,46427.0,Rotten,Spilled
The Changeover,the changeover,2019.0,69.0,68.0,32.0,260.0,Fresh,Upright
The Chaperone,the chaperone,2011.0,29.0,43.0,17.0,2699.0,Rotten,Spilled
The Chaser (Chugyeogja),the chaser chugyeogja,2008.0,82.0,89.0,34.0,5416.0,Fresh,Upright
The Chateau,the chateau,2002.0,51.0,30.0,53.0,958.0,Rotten,Spilled
The Cherry Orchard,the cherry orchard,2000.0,54.0,30.0,26.0,674.0,Rotten,Spilled
The Chess Players (Shatranj Ke Khiladi),the chess players shatranj ke khiladi,1978.0,89.0,87.0,9.0,1005.0,Fresh,Upright
The Child Remains,the child remains,2019.0,14.0,36.0,7.0,11.0,Rotten,Spilled
The Childhood of a Leader,the childhood of a leader,2016.0,89.0,54.0,65.0,1523.0,Certified-Fresh,Spilled
The Children Act,the children act,2018.0,74.0,62.0,111.0,657.0,Fresh,Upright
The China Hustle,the china hustle,2018.0,78.0,80.0,32.0,213.0,Fresh,Upright
The Choice,the choice,2016.0,11.0,62.0,84.0,12512.0,Rotten,Upright
The Christmas Candle,the christmas candle,2013.0,21.0,75.0,24.0,4422.0,Rotten,Upright
The Christmas Chronicles,the christmas chronicles,,67.0,77.0,58.0,1268.0,Fresh,Upright
The Chronicle of Anna Magdalena Bach,the chronicle of anna magdalena bach,1968.0,100.0,65.0,7.0,581.0,Fresh,Upright
The Church (La Chiesa),the church la chiesa,1989.0,64.0,49.0,11.0,2479.0,Fresh,Spilled
The Circle,the circle,2017.0,15.0,21.0,142.0,18152.0,Rotten,Spilled
The Citadel,the citadel,1938.0,89.0,72.0,9.0,411.0,Fresh,Upright
The Clapper,the clapper,2018.0,23.0,31.0,26.0,261.0,Rotten,Spilled
The Class,the class,2008.0,95.0,82.0,161.0,12573.0,Certified-Fresh,Upright
The Cleanse,the cleanse,2018.0,83.0,38.0,23.0,523.0,Fresh,Spilled
The Client List,the client list,,83.0,43.0,6.0,762.0,Fresh,Spilled
The Climbers,the climbers,2019.0,33.0,80.0,6.0,45.0,Rotten,
The Closer You Get,the closer you get,2000.0,32.0,48.0,19.0,200.0,Rotten,Spilled
The Clovehitch Killer,the clovehitch killer,2018.0,76.0,68.0,33.0,809.0,Fresh,Upright
The Cobbler,the cobbler,2015.0,10.0,36.0,70.0,9475.0,Rotten,Spilled
The Cold Lands,the cold lands,2014.0,64.0,56.0,11.0,108.0,Fresh,Spilled
The Cold Light of Day,the cold light of day,2012.0,4.0,29.0,46.0,19637.0,Rotten,Spilled
The Coldest Game,the coldest game,2020.0,0.0,50.0,5.0,102.0,Rotten,Spilled
The Collection,the collection,2012.0,36.0,49.0,50.0,19419.0,Rotten,Spilled
The Collector,the collector,1965.0,100.0,84.0,14.0,3048.0,Fresh,Upright
The Collector,the collector,,60.0,,5.0,,Fresh,
The Collectors,the collectors,2000.0,80.0,22.0,5.0,90.0,Fresh,Spilled
The Collini Case,the collini case,2020.0,82.0,64.0,11.0,14.0,Fresh,Upright
The Colony,the colony,2013.0,21.0,22.0,34.0,7417.0,Rotten,Spilled
The Color of Pomegranates (Sayat Nova ),the color of pomegranates sayat nova,1980.0,94.0,84.0,17.0,1712.0,Fresh,Upright
The Color of Time,the color of time,2014.0,5.0,20.0,21.0,1139.0,Rotten,Spilled
The Color Wheel,the color wheel,2012.0,78.0,56.0,27.0,364.0,Fresh,Spilled
The Colossus of Rhodes,the colossus of rhodes,1961.0,63.0,31.0,8.0,528.0,Fresh,Spilled
The Comedian,the comedian,2017.0,24.0,28.0,113.0,2198.0,Rotten,Spilled
The Comedy,the comedy,2012.0,47.0,55.0,34.0,4441.0,Rotten,Spilled
The Command (Kursk),the command kursk,2019.0,69.0,55.0,51.0,114.0,Fresh,Spilled
The Commune (Kollektivet),the commune kollektivet,2017.0,71.0,60.0,94.0,732.0,Fresh,Upright
The Commuter,the commuter,2018.0,56.0,40.0,211.0,5315.0,Rotten,Spilled
The Company You Keep,the company you keep,2013.0,54.0,45.0,122.0,13533.0,Rotten,Spilled
The Competition,the competition,2018.0,17.0,53.0,6.0,139.0,Rotten,Spilled
The Con Is On,the con is on,2018.0,0.0,42.0,5.0,165.0,Rotten,Spilled
The Concert (Le concert),the concert le concert,2010.0,61.0,78.0,66.0,11198.0,Fresh,Upright
The Condemned,the condemned,2013.0,0.0,64.0,9.0,120.0,Rotten,Upright
The Confirmation,the confirmation,2016.0,91.0,57.0,32.0,877.0,Fresh,Spilled
The Conformist,the conformist,1970.0,98.0,90.0,56.0,8767.0,Certified-Fresh,Upright
The Congress,the congress,2014.0,73.0,53.0,107.0,7962.0,Certified-Fresh,Spilled
The Conjuring,the conjuring,2013.0,86.0,83.0,223.0,159386.0,Certified-Fresh,Upright
The Conjuring 2,the conjuring 2,2016.0,80.0,81.0,251.0,54542.0,Certified-Fresh,Upright
The Connection,the connection,2015.0,77.0,71.0,74.0,1878.0,Certified-Fresh,Upright
The Conquest,the conquest,2011.0,77.0,50.0,31.0,812.0,Fresh,Spilled
The Conspiracy,the conspiracy,2013.0,88.0,62.0,8.0,1328.0,Fresh,Upright
The Conspirator,the conspirator,2011.0,55.0,61.0,170.0,21200.0,Rotten,Upright
The Corrupted,the corrupted,2020.0,30.0,33.0,10.0,18.0,Rotten,Spilled
The Cotton Club Encore,the cotton club encore,2019.0,,,,,,
The Counselor,the counselor,2013.0,33.0,23.0,216.0,41427.0,Rotten,Spilled
The Counterfeiters,the counterfeiters,2007.0,93.0,88.0,127.0,21304.0,Certified-Fresh,Upright
The Courier,the courier,2019.0,5.0,26.0,19.0,112.0,Rotten,Spilled
The Courtship of Eddie's Father,the courtship of eddie s father,1963.0,60.0,68.0,5.0,1774.0,Fresh,Upright
The Crash (Jekyll Island),the crash jekyll island,2017.0,17.0,71.0,12.0,281.0,Rotten,Upright
The Crash Reel,the crash reel,2013.0,96.0,94.0,46.0,2107.0,Certified-Fresh,Upright
The Creeping Garden,the creeping garden,2015.0,95.0,60.0,20.0,271.0,Fresh,Upright
The Crocodile Hunter: Collision Course,the crocodile hunter collision course,2002.0,53.0,44.0,83.0,43926.0,Rotten,Spilled
The Crow: Wicked Prayer,the crow wicked prayer,2005.0,0.0,35.0,6.0,22006.0,Rotten,Spilled
The Crowd Roars,the crowd roars,1932.0,80.0,56.0,5.0,37.0,Fresh,Spilled
The Crucifixion,the crucifixion,,6.0,24.0,16.0,200.0,Rotten,Spilled
The Cup,the cup,2012.0,28.0,46.0,25.0,2607.0,Rotten,Spilled
The Cup,the cup,1999.0,85.0,86.0,33.0,884.0,Fresh,Upright
The Cured,the cured,2018.0,69.0,47.0,65.0,519.0,Fresh,Spilled
The Current War: Director's Cut,the current war director s cut,2019.0,61.0,79.0,104.0,1223.0,Fresh,
The Curse of Buckout Road,the curse of buckout road,2019.0,63.0,77.0,8.0,35.0,Fresh,Upright
The Curse of La Llorona,the curse of la llorona,2019.0,28.0,37.0,183.0,1939.0,Rotten,Spilled
The Curse of Sleeping Beauty,the curse of sleeping beauty,2016.0,15.0,33.0,13.0,403.0,Rotten,Spilled
The Curse Of The Gothic Symphony,the curse of the gothic symphony,,100.0,67.0,5.0,7.0,Fresh,Upright
The Dalai Lama: Scientist,the dalai lama scientist,,88.0,100.0,26.0,5.0,Fresh,Upright
The Damned,the damned,2014.0,8.0,18.0,12.0,453.0,Rotten,Spilled
The Damned: Don't You Wish That We Were Dead,the damned don t you wish that we were dead,,100.0,64.0,12.0,200.0,Fresh,Upright
The Danish Girl,the danish girl,2015.0,67.0,72.0,241.0,27428.0,Fresh,Upright
The Dare,the dare,,25.0,54.0,8.0,24.0,Rotten,Spilled
The Dark,the dark,2018.0,88.0,55.0,24.0,497.0,Fresh,Spilled
The Dark Horse,the dark horse,2016.0,97.0,77.0,64.0,6032.0,Certified-Fresh,Upright
The Dark Knight,the dark knight,2008.0,94.0,94.0,340.0,1831566.0,Certified-Fresh,Upright
The Dark Knight Rises,the dark knight rises,2012.0,87.0,90.0,367.0,1211961.0,Certified-Fresh,Upright
The Dark Red,the dark red,2020.0,78.0,65.0,9.0,37.0,Fresh,Upright
The Dark Tapes,the dark tapes,,90.0,57.0,10.0,441.0,Fresh,Spilled
The Dark Tower,the dark tower,2017.0,16.0,45.0,273.0,41919.0,Rotten,Spilled
The Darkest Hour,the darkest hour,2011.0,12.0,25.0,59.0,29649.0,Rotten,Spilled
The Darkest Minds,the darkest minds,2018.0,16.0,73.0,140.0,2781.0,Rotten,Upright
The Darkness,the darkness,2016.0,3.0,19.0,33.0,6724.0,Rotten,Spilled
The Day He Arrives,the day he arrives,2012.0,90.0,68.0,21.0,475.0,Fresh,Upright
The Day Shall Come,the day shall come,2019.0,64.0,52.0,91.0,102.0,Fresh,Spilled
The Day the Earth Caught Fire,the day the earth caught fire,1962.0,85.0,85.0,13.0,2716.0,Fresh,Upright
The Dead,the dead,1987.0,93.0,78.0,29.0,2813.0,Fresh,Upright
The Dead,the dead,2011.0,74.0,46.0,23.0,1503.0,Fresh,Spilled
The Dead Center,the dead center,2019.0,94.0,47.0,18.0,58.0,Fresh,Spilled
The Dead Don't Die,the dead don t die,2019.0,54.0,38.0,301.0,1784.0,Rotten,
The Dead Lands,the dead lands,2015.0,69.0,57.0,51.0,1222.0,Fresh,Spilled
The Deal,the deal,2005.0,21.0,17.0,34.0,350.0,Rotten,Spilled
The Death and Life of John F. Donovan,the death and life of john f donovan,2019.0,20.0,56.0,30.0,218.0,Rotten,Spilled
The Death and Life of Marsha P. Johnson,the death and life of marsha p johnson,2017.0,96.0,72.0,28.0,207.0,Fresh,Upright
The Death of Dick Long,the death of dick long,2019.0,75.0,86.0,76.0,7.0,Certified-Fresh,
The Death of Mr. Lazarescu,the death of mr lazarescu,2006.0,93.0,82.0,75.0,4929.0,Certified-Fresh,Upright
The Death of Stalin,the death of stalin,2018.0,95.0,78.0,244.0,6474.0,Certified-Fresh,Upright
The Death of Superman,the death of superman,,92.0,85.0,13.0,438.0,Fresh,Upright
The Death of Superman / Reign of the Supermen Double Feature,the death of superman reign of the supermen double feature,2019.0,93.0,,15.0,,Fresh,
The Debt (Oliver's Deal),the debt oliver s deal,2016.0,44.0,47.0,9.0,118.0,Rotten,Spilled
The Debt Collector,the debt collector,,83.0,39.0,6.0,91.0,Fresh,Spilled
The Decent One,the decent one,2014.0,70.0,44.0,30.0,205.0,Fresh,Spilled
The Decline (Jusqu'au déclin),the decline jusqu au d clin,,89.0,64.0,9.0,152.0,Fresh,Upright
The Decline of Western Civilization,the decline of western civilization,1981.0,100.0,85.0,22.0,2672.0,Fresh,Upright
The Decoy Bride,the decoy bride,2012.0,23.0,51.0,22.0,1699.0,Rotten,Spilled
The Deep,the deep,,94.0,63.0,31.0,381.0,Fresh,Upright
The Deep Blue Sea,the deep blue sea,2012.0,80.0,52.0,141.0,21125.0,Certified-Fresh,Spilled
The Deer Hunter,the deer hunter,1978.0,93.0,92.0,76.0,103489.0,Certified-Fresh,Upright
The Delinquent Season,the delinquent season,2018.0,67.0,71.0,12.0,81.0,Fresh,Upright
The Demolisher,the demolisher,2015.0,80.0,9.0,5.0,46.0,Fresh,Spilled
The Den,the den,2014.0,77.0,52.0,22.0,1528.0,Fresh,Spilled
The Departure,the departure,2020.0,50.0,,6.0,,Rotten,
The Descendants,the descendants,2011.0,88.0,79.0,265.0,69968.0,Certified-Fresh,Upright
The Descent 2,the descent 2,2009.0,55.0,34.0,38.0,20587.0,Rotten,Spilled
The Details,the details,2012.0,46.0,34.0,35.0,6442.0,Rotten,Spilled
The Devil and Daniel Webster,the devil and daniel webster,1941.0,100.0,83.0,18.0,1983.0,Fresh,Upright
The Devil Bat,the devil bat,1940.0,58.0,31.0,12.0,2052.0,Rotten,Spilled
The Devil Inside,the devil inside,2012.0,6.0,22.0,90.0,45193.0,Rotten,Spilled
The Devil We Know,the devil we know,,100.0,90.0,7.0,140.0,Fresh,Upright
The Devil Wears Prada,the devil wears prada,2006.0,75.0,76.0,196.0,571875.0,Certified-Fresh,Upright
The Devil's Candy,the devil s candy,2017.0,92.0,64.0,51.0,5649.0,Certified-Fresh,Upright
The Devil's Dolls,the devil s dolls,2016.0,60.0,10.0,5.0,98.0,Fresh,Spilled
The Devil's Doorway,the devil s doorway,2018.0,76.0,45.0,25.0,239.0,Fresh,Spilled
The Devil's Double,the devil s double,2011.0,54.0,64.0,101.0,13985.0,Rotten,Upright
The Devil's Miner,the devil s miner,2006.0,93.0,85.0,27.0,661.0,Fresh,Upright
The Devil's Playground,the devil s playground,,100.0,71.0,7.0,575.0,Fresh,Upright
The Devil's Rock,the devil s rock,2012.0,56.0,36.0,9.0,387.0,Rotten,Spilled
The Devil's Violinist,the devil s violinist,2015.0,31.0,44.0,13.0,278.0,Rotten,Spilled
The Diabolical,the diabolical,2015.0,40.0,19.0,10.0,440.0,Rotten,Spilled
The Diary Of A Teenage Girl,the diary of a teenage girl,2015.0,95.0,73.0,164.0,12002.0,Certified-Fresh,Upright
The Dictator,the dictator,2012.0,57.0,44.0,220.0,167463.0,Rotten,Spilled
The Dilemma,the dilemma,2011.0,25.0,29.0,163.0,56519.0,Rotten,Spilled
The Dinner,the dinner,2017.0,46.0,16.0,142.0,1825.0,Rotten,Spilled
The Dinner Party,the dinner party,2020.0,38.0,81.0,13.0,137.0,Rotten,Upright
The Dinosaur Project,the dinosaur project,2012.0,29.0,20.0,14.0,537.0,Rotten,Spilled
The Dirt,the dirt,,38.0,94.0,72.0,6710.0,Rotten,Upright
The Disappearance of Eleanor Rigby: Them,the disappearance of eleanor rigby them,2014.0,66.0,52.0,91.0,8430.0,Fresh,Spilled
The Disappointments Room,the disappointments room,2016.0,0.0,17.0,25.0,3423.0,Rotten,Spilled
The Disaster Artist,the disaster artist,2017.0,91.0,85.0,345.0,15204.0,Certified-Fresh,Upright
The Discovery,the discovery,,45.0,43.0,62.0,1287.0,Rotten,Spilled
The Dish & The Spoon,the dish the spoon,2012.0,58.0,51.0,12.0,228.0,Rotten,Spilled
The Divergent Series: Allegiant,the divergent series allegiant,2016.0,11.0,41.0,193.0,41796.0,Rotten,Spilled
The Divide,the divide,2012.0,25.0,38.0,57.0,6235.0,Rotten,Spilled
The Divine Fury,the divine fury,2019.0,44.0,90.0,18.0,20.0,Rotten,
The Divine Order (Die göttliche Ordnung),the divine order die g ttliche ordnung,2017.0,83.0,63.0,54.0,116.0,Certified-Fresh,Upright
The Diving Bell and the Butterfly,the diving bell and the butterfly,2007.0,94.0,92.0,174.0,150016.0,Certified-Fresh,Upright
The Do-Deca-Pentathlon,the do deca pentathlon,2012.0,75.0,54.0,40.0,1913.0,Fresh,Spilled
The Dog,the dog,2014.0,91.0,69.0,58.0,872.0,Certified-Fresh,Upright
The Dog Lover,the dog lover,2016.0,20.0,52.0,10.0,134.0,Rotten,Spilled
The Dogs of War,the dogs of war,1980.0,67.0,52.0,18.0,5414.0,Fresh,Spilled
The Domestics,the domestics,2018.0,100.0,49.0,5.0,534.0,Fresh,Spilled
The Doorman,the doorman,2008.0,22.0,50.0,18.0,369.0,Rotten,Spilled
The Double,the double,2011.0,21.0,33.0,52.0,5547.0,Rotten,Spilled
The Double,the double,2014.0,83.0,59.0,132.0,18403.0,Certified-Fresh,Spilled
The Dresser,the dresser,2015.0,100.0,61.0,14.0,408.0,Fresh,Upright
The Dressmaker,the dressmaker,2016.0,57.0,66.0,138.0,9927.0,Rotten,Upright
The Driller Killer,the driller killer,1979.0,64.0,32.0,14.0,5190.0,Fresh,Spilled
The Drop,the drop,2014.0,89.0,76.0,200.0,13360.0,Certified-Fresh,Upright
The Drowning,the drowning,2017.0,50.0,15.0,14.0,153.0,Rotten,Spilled
The Duel,the duel,2016.0,26.0,30.0,19.0,1146.0,Rotten,Spilled
The Duelist (Duelyant),the duelist duelyant,2016.0,43.0,65.0,14.0,106.0,Rotten,Upright
The DUFF,the duff,2015.0,73.0,66.0,120.0,38265.0,Fresh,Upright
The Duke Is Tops,the duke is tops,1938.0,60.0,75.0,5.0,30.0,Fresh,Upright
The Duke Of Burgundy,the duke of burgundy,2015.0,94.0,65.0,103.0,3559.0,Certified-Fresh,Upright
The Dyatlov Pass Incident (Devil's Pass),the dyatlov pass incident devil s pass,2013.0,48.0,29.0,23.0,1326.0,Rotten,Spilled
The Eagle Huntress,the eagle huntress,2016.0,94.0,86.0,127.0,7958.0,Certified-Fresh,Upright
The Earrings of Madame De... (Madame de...),the earrings of madame de madame de,1954.0,97.0,91.0,34.0,1952.0,Fresh,Upright
The East,the east,2013.0,76.0,64.0,147.0,19996.0,Certified-Fresh,Upright
The Easy Life (Il sorpasso),the easy life il sorpasso,1962.0,100.0,94.0,7.0,914.0,Fresh,Upright
The Edge of Democracy,the edge of democracy,,97.0,68.0,35.0,580.0,Certified-Fresh,Upright
The Edge of Seventeen,the edge of seventeen,2016.0,94.0,83.0,212.0,27408.0,Certified-Fresh,Upright
The Editor,the editor,,55.0,59.0,11.0,231.0,Rotten,Spilled
The Edukators,the edukators,2005.0,70.0,89.0,76.0,22721.0,Fresh,Upright
The Efficiency Expert,the efficiency expert,1992.0,67.0,48.0,6.0,995.0,Fresh,Spilled
The Eiger Sanction,the eiger sanction,1975.0,69.0,54.0,16.0,7859.0,Fresh,Spilled
The Elephant In The Living Room,the elephant in the living room,2011.0,83.0,84.0,23.0,657.0,Fresh,Upright
The Elephant Queen,the elephant queen,2019.0,91.0,93.0,22.0,61.0,Fresh,Upright
The Emoji Movie,the emoji movie,2017.0,7.0,37.0,133.0,25303.0,Rotten,Spilled
The Emperor and the Assassin (Jing Ke ci Qin Wang),the emperor and the assassin jing ke ci qin wang,1998.0,81.0,79.0,36.0,6375.0,Fresh,Upright
The Emperor Jones,the emperor jones,1933.0,71.0,55.0,7.0,436.0,Fresh,Spilled
The Empty Hours,the empty hours,2014.0,86.0,52.0,7.0,293.0,Fresh,Spilled
The End,the end,1978.0,60.0,50.0,15.0,2245.0,Fresh,Spilled
The End of Love,the end of love,2013.0,59.0,47.0,17.0,958.0,Rotten,Spilled
The End Of The Tour,the end of the tour,2015.0,92.0,81.0,158.0,14626.0,Certified-Fresh,Upright
The End Of Time,the end of time,2013.0,78.0,41.0,9.0,629.0,Fresh,Spilled
The Endless,the endless,2018.0,92.0,67.0,128.0,3561.0,Certified-Fresh,Upright
The English Surgeon,the english surgeon,2009.0,89.0,98.0,19.0,3602.0,Fresh,Upright
The English Teacher,the english teacher,2013.0,41.0,30.0,37.0,4101.0,Rotten,Spilled
The Equalizer,the equalizer,2014.0,59.0,76.0,201.0,91314.0,Rotten,Upright
The Escape,the escape,2018.0,76.0,51.0,46.0,423.0,Certified-Fresh,Spilled
The Escape Artist,the escape artist,1982.0,80.0,66.0,5.0,1315.0,Fresh,Upright
The Escape of Prisoner 614,the escape of prisoner 614,2018.0,20.0,57.0,10.0,67.0,Rotten,Spilled
The Europeans,the europeans,1979.0,84.0,34.0,19.0,671.0,Fresh,Spilled
Evil Dead,evil dead,2013.0,62.0,63.0,202.0,77345.0,Fresh,Upright
The Evil Within,the evil within,,100.0,49.0,5.0,131.0,Fresh,Spilled
The Exception (The Kaiser's Last Kiss),the exception the kaiser s last kiss,2017.0,73.0,67.0,59.0,3513.0,Certified-Fresh,Upright
The Expedition to the End of the World,the expedition to the end of the world,2014.0,84.0,52.0,19.0,327.0,Fresh,Spilled
The Expendables,the expendables,2010.0,42.0,64.0,206.0,297379.0,Rotten,Upright
The Expendables 2,the expendables 2,2012.0,68.0,67.0,130.0,315290.0,Fresh,Upright
The Expendables 3,the expendables 3,2014.0,32.0,49.0,171.0,78508.0,Rotten,Spilled
The Exterminating Angel (El Ángel Exterminador),the exterminating angel el ngel exterminador,1967.0,93.0,93.0,27.0,7284.0,Fresh,Upright
The Eye of the Storm,the eye of the storm,2012.0,60.0,46.0,55.0,5320.0,Fresh,Spilled
The Eyes of My Mother,the eyes of my mother,2016.0,78.0,57.0,99.0,3283.0,Certified-Fresh,Spilled
The Face Of An Angel,the face of an angel,2015.0,37.0,10.0,49.0,1290.0,Rotten,Spilled
The Face of Love,the face of love,2014.0,42.0,31.0,73.0,1916.0,Rotten,Spilled
The Fall of the House of Usher,the fall of the house of usher,1960.0,90.0,74.0,30.0,8730.0,Fresh,Upright
The Falling,the falling,2015.0,73.0,35.0,37.0,2587.0,Fresh,Spilled
The Family,the family,2013.0,28.0,41.0,137.0,51272.0,Rotten,Spilled
The Family Fang,the family fang,2016.0,83.0,47.0,81.0,4475.0,Certified-Fresh,Spilled
The Family Tree,the family tree,2011.0,10.0,24.0,21.0,710.0,Rotten,Spilled
The Fanatic,the fanatic,2019.0,16.0,29.0,67.0,298.0,Rotten,Spilled
The Fare,the fare,,100.0,,7.0,,Fresh,
The Farewell,the farewell,2019.0,98.0,87.0,332.0,2490.0,Certified-Fresh,
The Farewell Party,the farewell party,2015.0,94.0,73.0,34.0,1591.0,Fresh,Upright
The Farm: Life Inside Angola Prison,the farm life inside angola prison,1998.0,100.0,87.0,6.0,207.0,Fresh,Upright
The Fate of the Furious,the fate of the furious,2017.0,67.0,72.0,307.0,44271.0,Fresh,Upright
The Fault In Our Stars,the fault in our stars,2014.0,81.0,85.0,222.0,110070.0,Certified-Fresh,Upright
The Favourite,the favourite,2018.0,93.0,69.0,405.0,7189.0,Certified-Fresh,Upright
The Fearless Vampire Killers,the fearless vampire killers,1967.0,69.0,76.0,32.0,12034.0,Fresh,Upright
The Female Brain,the female brain,2018.0,35.0,49.0,20.0,157.0,Rotten,Spilled
The Field Guide to Evil,the field guide to evil,2019.0,67.0,32.0,9.0,34.0,Fresh,Spilled
The Fields,the fields,2011.0,60.0,27.0,5.0,321.0,Fresh,Spilled
The Fifth Estate,the fifth estate,2013.0,36.0,36.0,179.0,18759.0,Rotten,Spilled
The 5th Wave,the 5th wave,2016.0,15.0,38.0,139.0,32114.0,Rotten,Spilled
The Fight,the fight,2020.0,98.0,67.0,65.0,27.0,Certified-Fresh,Upright
The Fighter,the fighter,2010.0,90.0,89.0,250.0,121498.0,Certified-Fresh,Upright
The Final Girls,the final girls,2015.0,72.0,70.0,69.0,5731.0,Fresh,Upright
The Final Master,the final master,2016.0,65.0,61.0,20.0,252.0,Fresh,Upright
