title,title_norm,year,rt_tomato,rt_audience,tomatometer_count,audience_count,tomatometer_status,audience_status
The Awakening,the awakening,1980.0,0.0,22.0,5.0,421.0,Rotten,Spilled
Babes in Toyland,babes in toyland,1961.0,36.0,59.0,11.0,10335.0,Rotten,Spilled
Bad Company,bad company,1972.0,92.0,71.0,12.0,2298.0,Fresh,Upright
The Bad News Bears,the bad news bears,1976.0,97.0,80.0,32.0,40382.0,Fresh,Upright
The Bad Seed,the bad seed,1956.0,63.0,83.0,27.0,8639.0,Fresh,Upright
Bang The Drum Slowly,bang the drum slowly,1973.0,92.0,62.0,38.0,3796.0,Fresh,Upright
Battleground,battleground,1949.0,75.0,82.0,8.0,2737.0,Fresh,Upright
Beauty and The Beast (La Belle et la bête),beauty and the beast la belle et la b te,1946.0,95.0,90.0,66.0,22615.0,Certified-Fresh,Upright
The Belles of St. Trinian's,the belles of st trinian s,,67.0,70.0,6.0,1293.0,Fresh,Upright
1001 Grams,1001 grams,2015.0,82.0,48.0,22.0,267.0,Fresh,Spilled
The Best of Times,the best of times,1986.0,31.0,43.0,13.0,6519.0,Rotten,Spilled
Betrayed,betrayed,1988.0,42.0,52.0,12.0,739.0,Rotten,Spilled
The Big Brawl (Battle Creek Brawl),the big brawl battle creek brawl,1980.0,67.0,44.0,6.0,5475.0,Fresh,Spilled
Big Business,big business,1988.0,44.0,69.0,18.0,20086.0,Rotten,Upright
The Big Heat,the big heat,,100.0,90.0,31.0,5964.0,Fresh,Upright
The Big Sleep,the big sleep,1946.0,97.0,91.0,65.0,33511.0,Certified-Fresh,Upright
The Big Sleep,the big sleep,,67.0,26.0,6.0,1464.0,Fresh,Spilled
Billy Budd,billy budd,1962.0,90.0,86.0,10.0,7.0,Fresh,Upright
The Birds,the birds,1963.0,95.0,83.0,56.0,176580.0,Certified-Fresh,Upright
Black Christmas,black christmas,1974.0,71.0,75.0,34.0,23059.0,Fresh,Upright
The Black Hole,the black hole,1979.0,38.0,45.0,32.0,9807.0,Rotten,Spilled
The Black Pirate,the black pirate,1926.0,100.0,68.0,12.0,1416.0,Fresh,Upright
Black Rain,black rain,,50.0,55.0,22.0,27792.0,Rotten,Spilled
Black Sunday,black sunday,1977.0,69.0,64.0,26.0,3906.0,Fresh,Upright
Black Widow,black widow,1987.0,50.0,40.0,22.0,3803.0,Rotten,Spilled
Blackmail,blackmail,1929.0,86.0,65.0,22.0,4731.0,Fresh,Upright
Blind Date,blind date,1987.0,21.0,42.0,24.0,18540.0,Rotten,Spilled
Blood and Sand,blood and sand,1941.0,100.0,67.0,9.0,636.0,Fresh,Upright
Blood Feast,blood feast,1963.0,38.0,44.0,13.0,6249.0,Rotten,Spilled
Der Blaue Engel (The Blue Angel),der blaue engel the blue angel,1930.0,96.0,87.0,45.0,5696.0,Certified-Fresh,Upright
Bluebeard,bluebeard,1944.0,100.0,38.0,12.0,800.0,Fresh,Spilled
The Border,the border,1982.0,80.0,53.0,10.0,3285.0,Fresh,Spilled
Born Yesterday,born yesterday,1950.0,97.0,86.0,34.0,4780.0,Fresh,Upright
The Boston Strangler,the boston strangler,1968.0,86.0,78.0,14.0,58.0,Fresh,Upright
The Bounty,the bounty,1984.0,74.0,72.0,19.0,10345.0,Fresh,Upright
The Boys from Brazil,the boys from brazil,1978.0,69.0,66.0,32.0,7692.0,Fresh,Upright
Brainstorm,brainstorm,1983.0,55.0,56.0,20.0,6880.0,Rotten,Spilled
Breakout,breakout,,40.0,41.0,10.0,1949.0,Rotten,Spilled
Brewster's Millions,brewster s millions,1985.0,35.0,55.0,23.0,38516.0,Rotten,Spilled
Brian's Song,brian s song,1970.0,92.0,82.0,13.0,9103.0,Fresh,Upright
Brief Encounter,brief encounter,1945.0,91.0,91.0,44.0,11170.0,Certified-Fresh,Upright
Broken Arrow,broken arrow,1950.0,89.0,70.0,9.0,1025.0,Fresh,Upright
Broken Blossoms,broken blossoms,1919.0,95.0,71.0,22.0,3802.0,Fresh,Upright
The Brotherhood,the brotherhood,1968.0,67.0,25.0,9.0,1013.0,Fresh,Spilled
Bug,bug,1975.0,33.0,25.0,12.0,2000.0,Rotten,Spilled
Burglar,burglar,1987.0,27.0,39.0,11.0,6731.0,Rotten,Spilled
Bus Stop,bus stop,1956.0,79.0,62.0,14.0,7934.0,Fresh,Upright
Butch Cassidy and the Sundance Kid,butch cassidy and the sundance kid,1969.0,90.0,92.0,51.0,71183.0,Certified-Fresh,Upright
Bye Bye Birdie,bye bye birdie,1963.0,89.0,66.0,28.0,10175.0,Fresh,Upright
Calamity Jane,calamity jane,1953.0,71.0,87.0,21.0,20693.0,Fresh,Upright
Camelot,camelot,1967.0,41.0,69.0,17.0,8354.0,Rotten,Upright
Camille,camille,1936.0,93.0,83.0,14.0,4354.0,Fresh,Upright
Cape Fear,cape fear,1962.0,100.0,86.0,22.0,17735.0,Fresh,Upright
Captain Blood,captain blood,1935.0,100.0,89.0,27.0,8194.0,Fresh,Upright
Captains Courageous,captains courageous,1937.0,94.0,89.0,18.0,3811.0,Fresh,Upright
Carnival of Souls,carnival of souls,1962.0,86.0,73.0,36.0,9478.0,Fresh,Upright
Carny,carny,1980.0,50.0,52.0,6.0,712.0,Rotten,Spilled
Carrie,carrie,1976.0,93.0,77.0,67.0,353052.0,Certified-Fresh,Upright
Casablanca,casablanca,1942.0,99.0,95.0,92.0,357518.0,Certified-Fresh,Upright
Casino Royale,casino royale,1967.0,25.0,34.0,40.0,33192.0,Rotten,Spilled
The Cat and the Canary,the cat and the canary,1927.0,94.0,74.0,16.0,1155.0,Fresh,Upright
Cat on a Hot Tin Roof,cat on a hot tin roof,1958.0,97.0,92.0,37.0,31748.0,Fresh,Upright
Cat People,cat people,1942.0,95.0,73.0,56.0,7786.0,Certified-Fresh,Upright
Cat People,cat people,1982.0,61.0,46.0,46.0,10352.0,Fresh,Spilled
Caught,caught,1949.0,100.0,78.0,8.0,515.0,Fresh,Upright
The Champ,the champ,1979.0,36.0,82.0,22.0,7711.0,Rotten,Upright
Champion,champion,1949.0,93.0,74.0,14.0,734.0,Fresh,Upright
Charade,charade,1963.0,94.0,92.0,49.0,42886.0,Certified-Fresh,Upright
Charlotte's Web,charlotte s web,1973.0,77.0,67.0,22.0,227184.0,Fresh,Upright
The Chase,the chase,1966.0,89.0,74.0,9.0,2775.0,Fresh,Upright
Checking Out,checking out,1989.0,20.0,18.0,5.0,129.0,Rotten,Spilled
Children of the Corn,children of the corn,1984.0,35.0,40.0,26.0,84960.0,Rotten,Spilled
The Chosen,the chosen,1981.0,75.0,79.0,12.0,895.0,Fresh,Upright
A Christmas Carol,a christmas carol,1938.0,100.0,74.0,13.0,56572.0,Fresh,Upright
Christmas in Connecticut,christmas in connecticut,1945.0,88.0,75.0,17.0,3731.0,Fresh,Upright
A Christmas Story,a christmas story,1983.0,89.0,88.0,57.0,285828.0,Certified-Fresh,Upright
Cimarron,cimarron,1931.0,50.0,25.0,24.0,1514.0,Rotten,Spilled
Cleopatra,cleopatra,1963.0,62.0,69.0,39.0,20541.0,Fresh,Upright
College,college,1927.0,89.0,73.0,19.0,2356.0,Fresh,Upright
Colors,colors,1988.0,82.0,72.0,34.0,28445.0,Fresh,Upright
Coma,coma,1978.0,81.0,66.0,26.0,7692.0,Fresh,Upright
Commando,commando,1985.0,71.0,67.0,34.0,138190.0,Fresh,Upright
Convoy,convoy,1978.0,43.0,73.0,14.0,9476.0,Rotten,Upright
Countdown,countdown,1968.0,67.0,27.0,6.0,252.0,Fresh,Spilled
The Country Girl,the country girl,1954.0,86.0,77.0,7.0,3106.0,Fresh,Upright
Cover Girl,cover girl,1944.0,95.0,70.0,19.0,3774.0,Fresh,Upright
Creature from the Black Lagoon,creature from the black lagoon,1954.0,79.0,73.0,42.0,23626.0,Certified-Fresh,Upright
Crossroads,crossroads,1986.0,73.0,82.0,15.0,10497.0,Fresh,Upright
Cutting Class,cutting class,1989.0,25.0,22.0,8.0,3807.0,Rotten,Spilled
Damn Yankees,damn yankees,1958.0,76.0,69.0,17.0,2832.0,Fresh,Upright
Dangerous,dangerous,1935.0,83.0,61.0,6.0,694.0,Fresh,Upright
Dangerous Liaisons,dangerous liaisons,1988.0,93.0,83.0,30.0,46589.0,Fresh,Upright
The Dark Mirror,the dark mirror,1946.0,71.0,56.0,7.0,318.0,Fresh,Spilled
Darling,darling,1965.0,67.0,71.0,18.0,2184.0,Fresh,Upright
Day of the Dead,day of the dead,1985.0,81.0,75.0,37.0,64544.0,Fresh,Upright
The Day the Earth Stood Still,the day the earth stood still,1951.0,95.0,87.0,56.0,34260.0,Certified-Fresh,Upright
Days of Wine and Roses,days of wine and roses,1962.0,100.0,88.0,12.0,2553.0,Fresh,Upright
Dead Heat,dead heat,1988.0,11.0,49.0,9.0,6206.0,Rotten,Spilled
Dead Reckoning,dead reckoning,1947.0,67.0,66.0,6.0,2006.0,Fresh,Upright
Death in Venice,death in venice,1971.0,71.0,81.0,24.0,6409.0,Fresh,Upright
Death of a Salesman,death of a salesman,1985.0,100.0,75.0,8.0,4590.0,Fresh,Upright
Dèmoni (Demons),d moni demons,1985.0,60.0,65.0,10.0,10395.0,Fresh,Upright
The Desperate Hours,the desperate hours,1955.0,86.0,79.0,7.0,2792.0,Fresh,Upright
Devil Doll,devil doll,1964.0,20.0,28.0,5.0,536.0,Rotten,Spilled
Dillinger,dillinger,1973.0,92.0,73.0,13.0,2526.0,Fresh,Upright
Dinner at Eight,dinner at eight,1933.0,90.0,74.0,20.0,2830.0,Fresh,Upright
Distant Thunder,distant thunder,1988.0,43.0,45.0,7.0,345.0,Rotten,Spilled
Doctor Zhivago,doctor zhivago,1965.0,84.0,88.0,49.0,45777.0,Certified-Fresh,Upright
Dodge City,dodge city,1939.0,100.0,74.0,13.0,2620.0,Fresh,Upright
Dolls,dolls,1987.0,60.0,51.0,15.0,8252.0,Fresh,Spilled
Dr. Jekyll and Mr. Hyde,dr jekyll and mr hyde,1931.0,90.0,80.0,40.0,5650.0,Certified-Fresh,Upright
How the Grinch Stole Christmas,how the grinch stole christmas,1967.0,100.0,98.0,25.0,93.0,Fresh,Upright
Dracula,dracula,1931.0,92.0,81.0,48.0,44775.0,Certified-Fresh,Upright
Dracula,dracula,1973.0,60.0,43.0,5.0,1284.0,Fresh,Spilled
Dracula,dracula,1979.0,59.0,58.0,17.0,9776.0,Rotten,Spilled
Dragnet,dragnet,,51.0,41.0,35.0,35175.0,Rotten,Spilled
The Dream Team,the dream team,1989.0,57.0,61.0,14.0,8275.0,Rotten,Upright
Dressed to Kill,dressed to kill,1980.0,80.0,74.0,50.0,10587.0,Certified-Fresh,Upright
Duel,duel,1972.0,88.0,84.0,41.0,35530.0,Fresh,Upright
Dune,dune,1984.0,53.0,66.0,49.0,70912.0,Rotten,Upright
The Eagle Has Landed,the eagle has landed,,67.0,67.0,9.0,7558.0,Fresh,Upright
East of Eden,east of eden,1955.0,85.0,90.0,39.0,23523.0,Fresh,Upright
Easy Money,easy money,1983.0,60.0,58.0,10.0,5634.0,Fresh,Spilled
Eaten Alive,eaten alive,1977.0,35.0,30.0,17.0,3386.0,Rotten,Spilled
Edipo re (Oedipus Rex),edipo re oedipus rex,1967.0,88.0,77.0,8.0,1873.0,Fresh,Upright
The Elephant Man,the elephant man,1980.0,92.0,93.0,53.0,64544.0,Certified-Fresh,Upright
The Enforcer,the enforcer,1976.0,68.0,59.0,34.0,16007.0,Fresh,Spilled
The Enforcer,the enforcer,1951.0,88.0,70.0,8.0,1293.0,Fresh,Upright
Escape from New York,escape from new york,1981.0,86.0,77.0,64.0,72708.0,Certified-Fresh,Upright
Exodus,exodus,1960.0,63.0,69.0,16.0,4255.0,Fresh,Upright
Eyewitness,eyewitness,1981.0,75.0,38.0,12.0,1863.0,Fresh,Spilled
Fahrenheit 451,fahrenheit 451,1966.0,81.0,72.0,36.0,25738.0,Fresh,Upright
The Fan,the fan,1981.0,38.0,32.0,16.0,1132.0,Rotten,Spilled
Fandango,fandango,1985.0,50.0,78.0,6.0,5733.0,Rotten,Upright
Far From the Madding Crowd,far from the madding crowd,1967.0,64.0,76.0,28.0,1081.0,Fresh,Upright
"Farewell, My Lovely",farewell my lovely,1975.0,76.0,73.0,21.0,1470.0,Fresh,Upright
Fatal Attraction,fatal attraction,1987.0,76.0,72.0,54.0,53027.0,Certified-Fresh,Upright
Father of the Bride,father of the bride,1950.0,90.0,74.0,31.0,13901.0,Fresh,Upright
Fire and Ice,fire and ice,1983.0,60.0,53.0,5.0,8565.0,Fresh,Spilled
Flash Gordon,flash gordon,1980.0,83.0,69.0,48.0,46719.0,Certified-Fresh,Upright
Flashback,flashback,1990.0,43.0,60.0,14.0,5804.0,Rotten,Upright
Flesh & Blood (Flesh+Blood) (The Rose and the Sword),flesh blood flesh blood the rose and the sword,1985.0,85.0,63.0,20.0,4358.0,Fresh,Upright
The Flight of the Phoenix,the flight of the phoenix,1965.0,90.0,81.0,21.0,9209.0,Fresh,Upright
Flipper,flipper,1963.0,40.0,49.0,5.0,26368.0,Rotten,Spilled
The Fly,the fly,1958.0,95.0,70.0,40.0,11153.0,Certified-Fresh,Upright
The Fly,the fly,1986.0,92.0,83.0,65.0,89948.0,Certified-Fresh,Upright
Flying Tigers,flying tigers,1942.0,67.0,68.0,9.0,789.0,Fresh,Upright
Footloose,footloose,1984.0,52.0,71.0,42.0,270317.0,Rotten,Upright
The Four Feathers,the four feathers,1939.0,100.0,85.0,9.0,2888.0,Fresh,Upright
Frantic,frantic,1988.0,76.0,64.0,42.0,22087.0,Certified-Fresh,Upright
Freaky Friday,freaky friday,1976.0,70.0,57.0,23.0,65759.0,Fresh,Spilled
Fright Night,fright night,1985.0,92.0,76.0,37.0,49729.0,Fresh,Upright
From Here to Eternity,from here to eternity,1953.0,92.0,84.0,61.0,14883.0,Certified-Fresh,Upright
Frosty the Snowman,frosty the snowman,1969.0,73.0,72.0,15.0,35124.0,Fresh,Upright
The Fugitive,the fugitive,1947.0,86.0,61.0,7.0,579.0,Fresh,Upright
Fun with Dick and Jane,fun with dick and jane,,50.0,51.0,14.0,5489.0,Rotten,Spilled
Funny Farm,funny farm,1988.0,65.0,50.0,20.0,25811.0,Fresh,Spilled
The Fury,the fury,1978.0,75.0,49.0,28.0,5203.0,Fresh,Spilled
Galaxy of Terror (Mindwarp: An Infinity of Terror) (Planet of Horrors) (Quest),galaxy of terror mindwarp an infinity of terror planet of horrors quest,1981.0,31.0,29.0,13.0,1098.0,Rotten,Spilled
Gallipoli,gallipoli,1981.0,91.0,83.0,45.0,23113.0,Certified-Fresh,Upright
The Gambler,the gambler,1974.0,78.0,77.0,9.0,1242.0,Fresh,Upright
Game of Death,game of death,1978.0,50.0,64.0,12.0,32560.0,Rotten,Upright
The General,the general,1927.0,93.0,92.0,57.0,11508.0,Certified-Fresh,Upright
The Getaway,the getaway,1972.0,86.0,81.0,21.0,9710.0,Fresh,Upright
Girls! Girls! Girls!,girls girls girls,1962.0,33.0,50.0,6.0,7958.0,Rotten,Spilled
Gloria,gloria,1980.0,93.0,80.0,27.0,4691.0,Fresh,Upright
Glory,glory,1989.0,93.0,93.0,44.0,60231.0,Certified-Fresh,Upright
Go West,go west,1940.0,89.0,59.0,9.0,2687.0,Fresh,Spilled
Gone in 60 Seconds,gone in 60 seconds,1974.0,43.0,66.0,14.0,196417.0,Rotten,Upright
The Goodbye Girl,the goodbye girl,1977.0,84.0,84.0,19.0,7479.0,Fresh,Upright
"Goodbye, Mr. Chips",goodbye mr chips,1939.0,82.0,87.0,17.0,5661.0,Fresh,Upright
The Great Gatsby,the great gatsby,1974.0,39.0,47.0,36.0,20775.0,Rotten,Spilled
The Great Race,the great race,1965.0,74.0,83.0,23.0,8794.0,Fresh,Upright
The Green Berets,the green berets,1968.0,23.0,61.0,13.0,9630.0,Rotten,Upright
Grizzly,grizzly,1976.0,40.0,31.0,10.0,1789.0,Rotten,Spilled
The Group,the group,1966.0,60.0,58.0,5.0,261.0,Fresh,Spilled
Gulliver's Travels,gulliver s travels,1939.0,69.0,53.0,13.0,7274.0,Fresh,Spilled
The Gunfighter,the gunfighter,1950.0,100.0,89.0,13.0,1308.0,Fresh,Upright
Gung Ho,gung ho,1986.0,33.0,46.0,21.0,7129.0,Rotten,Spilled
Gypsy,gypsy,1962.0,64.0,74.0,14.0,6403.0,Fresh,Upright
Hairspray,hairspray,1988.0,98.0,80.0,42.0,64156.0,Certified-Fresh,Upright
Halloween,halloween,1978.0,96.0,89.0,72.0,303224.0,Certified-Fresh,Upright
Hamlet,hamlet,1948.0,95.0,80.0,40.0,7542.0,Certified-Fresh,Upright
The Hand,the hand,1981.0,11.0,28.0,9.0,1904.0,Rotten,Spilled
Hard Times,hard times,,92.0,81.0,13.0,4116.0,Fresh,Upright
Hardcore,hardcore,1979.0,76.0,67.0,25.0,2414.0,Fresh,Upright
The Harder They Fall,the harder they fall,1956.0,100.0,80.0,12.0,2130.0,Fresh,Upright
The Haunting,the haunting,1963.0,88.0,82.0,41.0,19339.0,Certified-Fresh,Upright
Hawaii,hawaii,1966.0,67.0,53.0,9.0,1541.0,Fresh,Spilled
Heat,heat,1986.0,17.0,26.0,6.0,163.0,Rotten,Spilled
Heaven,heaven,1987.0,67.0,67.0,6.0,228.0,Fresh,Upright
Heaven Can Wait,heaven can wait,1978.0,88.0,68.0,41.0,13232.0,Certified-Fresh,Upright
Heidi,heidi,1937.0,100.0,74.0,16.0,18184.0,Fresh,Upright
The Hidden Fortress (kakushi-toride No San-akunin),the hidden fortress kakushi toride no san akunin,1958.0,97.0,93.0,33.0,17494.0,Fresh,Upright
The Hills Have Eyes,the hills have eyes,1977.0,65.0,54.0,26.0,51983.0,Fresh,Spilled
The Hindenburg,the hindenburg,1975.0,36.0,37.0,14.0,2249.0,Rotten,Spilled
The Hit,the hit,1984.0,86.0,75.0,14.0,2196.0,Fresh,Upright
A Hole in the Head,a hole in the head,1959.0,75.0,49.0,8.0,2232.0,Fresh,Spilled
Hot Pursuit,hot pursuit,1987.0,0.0,43.0,5.0,3888.0,Rotten,Spilled
100 Bloody Acres,100 bloody acres,2013.0,79.0,47.0,38.0,1642.0,Fresh,Spilled
100 Girls,100 girls,2000.0,60.0,50.0,5.0,39832.0,Fresh,Spilled
100 Streets,100 streets,2017.0,41.0,36.0,39.0,1547.0,Rotten,Spilled
The Hound of the Baskervilles,the hound of the baskervilles,1939.0,91.0,83.0,11.0,6267.0,Fresh,Upright
The Hound of the Baskervilles,the hound of the baskervilles,1959.0,94.0,72.0,18.0,4426.0,Fresh,Upright
"House (Ding Dong, You're Dead)",house ding dong you re dead,1986.0,57.0,46.0,14.0,12925.0,Rotten,Spilled
House of Wax,house of wax,1953.0,95.0,72.0,42.0,41371.0,Certified-Fresh,Upright
House On Haunted Hill,house on haunted hill,1959.0,88.0,73.0,26.0,22826.0,Fresh,Upright
Hud,hud,1963.0,82.0,89.0,28.0,8429.0,Fresh,Upright
The Human Factor,the human factor,1979.0,33.0,23.0,6.0,103.0,Rotten,Spilled
The Hunchback of Notre Dame,the hunchback of notre dame,1923.0,92.0,76.0,24.0,2958.0,Fresh,Upright
The Hunchback of Notre Dame,the hunchback of notre dame,,93.0,87.0,15.0,7622.0,Fresh,Upright
The Hunter,the hunter,1980.0,50.0,49.0,12.0,3325.0,Rotten,Spilled
Hustle,hustle,1975.0,63.0,48.0,8.0,1297.0,Fresh,Spilled
"I, the Jury",i the jury,1982.0,40.0,39.0,10.0,358.0,Rotten,Spilled
Imitation of Life,imitation of life,1959.0,81.0,91.0,27.0,9590.0,Fresh,Upright
The Importance of Being Earnest,the importance of being earnest,,88.0,83.0,24.0,3379.0,Fresh,Upright
Impulse,impulse,1990.0,25.0,21.0,8.0,77.0,Rotten,Spilled
In Cold Blood,in cold blood,1967.0,84.0,88.0,38.0,8635.0,Fresh,Upright
The Incubus,the incubus,1982.0,29.0,22.0,7.0,1278.0,Rotten,Spilled
Indiscreet,indiscreet,1958.0,100.0,69.0,20.0,5977.0,Fresh,Upright
The Informer,the informer,1935.0,94.0,77.0,16.0,1081.0,Fresh,Upright
Inherit the Wind,inherit the wind,1960.0,92.0,91.0,26.0,9642.0,Fresh,Upright
Intolerance,intolerance,1916.0,97.0,77.0,37.0,4908.0,Fresh,Upright
Invaders from Mars,invaders from mars,1953.0,82.0,56.0,11.0,2765.0,Fresh,Spilled
Invaders From Mars,invaders from mars,1986.0,33.0,33.0,15.0,3514.0,Rotten,Spilled
Invasion of the Body Snatchers,invasion of the body snatchers,1956.0,98.0,85.0,57.0,19182.0,Certified-Fresh,Upright
Invasion of the Body Snatchers,invasion of the body snatchers,1978.0,93.0,81.0,58.0,35411.0,Certified-Fresh,Upright
The Invisible Man,the invisible man,1933.0,94.0,85.0,51.0,11170.0,Certified-Fresh,Upright
The Island,the island,1980.0,40.0,51.0,5.0,7403.0,Rotten,Spilled
The Island of Dr. Moreau,the island of dr moreau,1977.0,56.0,40.0,25.0,2513.0,Rotten,Spilled
Islands in the Stream,islands in the stream,1977.0,88.0,63.0,8.0,127.0,Fresh,Upright
It,it,1927.0,87.0,81.0,15.0,4773.0,Fresh,Upright
It's Alive,it s alive,1973.0,74.0,40.0,23.0,6171.0,Fresh,Spilled
Ivanhoe,ivanhoe,1952.0,81.0,64.0,16.0,5038.0,Fresh,Upright
Jack and the Beanstalk,jack and the beanstalk,1952.0,43.0,38.0,7.0,437.0,Rotten,Spilled
Jack Frost,jack frost,1979.0,57.0,61.0,7.0,6981.0,Rotten,Upright
Jamaica Inn,jamaica inn,1939.0,57.0,36.0,21.0,4025.0,Rotten,Spilled
Jason and the Argonauts,jason and the argonauts,1963.0,89.0,79.0,45.0,22745.0,Certified-Fresh,Upright
The Jazz Singer,the jazz singer,1927.0,75.0,56.0,28.0,4506.0,Fresh,Spilled
The Jazz Singer,the jazz singer,1980.0,19.0,70.0,21.0,4953.0,Rotten,Upright
Jesus Christ Superstar,jesus christ superstar,1973.0,52.0,76.0,25.0,36376.0,Rotten,Upright
Johnny Belinda,johnny belinda,1948.0,89.0,88.0,9.0,1429.0,Fresh,Upright
Judex,judex,1963.0,90.0,82.0,10.0,390.0,Fresh,Upright
Julius Caesar,julius caesar,1953.0,95.0,81.0,22.0,5248.0,Fresh,Upright
Julius Caesar,julius caesar,1970.0,40.0,35.0,5.0,2698.0,Rotten,Spilled
Jungle Book,jungle book,1942.0,57.0,56.0,14.0,897.0,Rotten,Spilled
Kansas,kansas,1988.0,20.0,19.0,10.0,1402.0,Rotten,Spilled
Kickboxer,kickboxer,1989.0,36.0,65.0,11.0,51359.0,Rotten,Upright
Kid Galahad,kid galahad,1962.0,40.0,57.0,5.0,5126.0,Rotten,Spilled
The Killer Elite,the killer elite,1975.0,50.0,34.0,14.0,2003.0,Rotten,Spilled
The King and I,the king and i,1956.0,96.0,83.0,26.0,61003.0,Fresh,Upright
King Kong,king kong,1933.0,98.0,86.0,64.0,90136.0,Certified-Fresh,Upright
King Kong,king kong,1976.0,53.0,31.0,40.0,57614.0,Rotten,Spilled
The King of Comedy,the king of comedy,1983.0,89.0,90.0,62.0,27041.0,Certified-Fresh,Upright
King of Kings,king of kings,1961.0,85.0,77.0,20.0,4345.0,Fresh,Upright
King Solomon's Mines,king solomon s mines,1950.0,92.0,59.0,12.0,3242.0,Fresh,Spilled
The Lady Vanishes,the lady vanishes,1938.0,98.0,88.0,44.0,13018.0,Certified-Fresh,Upright
The Ladykillers,the ladykillers,1955.0,100.0,87.0,26.0,10533.0,Fresh,Upright
Laura,laura,1944.0,100.0,90.0,64.0,10781.0,Certified-Fresh,Upright
Legend,legend,1985.0,38.0,73.0,40.0,101568.0,Rotten,Upright
Les Miserables,les miserables,1935.0,83.0,85.0,12.0,3463.0,Fresh,Upright
The Letter,the letter,1940.0,100.0,82.0,13.0,3725.0,Fresh,Upright
Lilies of the Field,lilies of the field,1963.0,91.0,86.0,23.0,6139.0,Fresh,Upright
The Lion in Winter,the lion in winter,1968.0,90.0,90.0,40.0,13105.0,Certified-Fresh,Upright
The Little Drummer Boy,the little drummer boy,,75.0,57.0,12.0,45.0,Fresh,Spilled
Little Lord Fauntleroy,little lord fauntleroy,1936.0,88.0,73.0,8.0,1541.0,Fresh,Upright
The Little Princess,the little princess,1939.0,88.0,81.0,8.0,15278.0,Fresh,Upright
A Little Romance,a little romance,1979.0,71.0,85.0,28.0,5213.0,Fresh,Upright
The Little Shop of Horrors,the little shop of horrors,1960.0,92.0,55.0,13.0,54898.0,Fresh,Spilled
Little Shop of Horrors,little shop of horrors,1986.0,90.0,79.0,51.0,181640.0,Certified-Fresh,Upright
Little Women,little women,1933.0,94.0,78.0,16.0,9776.0,Fresh,Upright
Little Women,little women,1949.0,71.0,83.0,7.0,9808.0,Fresh,Upright
Lock Up,lock up,1989.0,23.0,50.0,13.0,15515.0,Rotten,Spilled
Lolita,lolita,1962.0,91.0,84.0,43.0,46005.0,Fresh,Upright
Long Day's Journey Into Night,long day s journey into night,1962.0,94.0,86.0,17.0,3067.0,Fresh,Upright
"The Long, Hot Summer",the long hot summer,1958.0,89.0,82.0,18.0,6137.0,Fresh,Upright
The Longest Yard,the longest yard,1974.0,79.0,75.0,34.0,81341.0,Fresh,Upright
Look Back in Anger,look back in anger,1958.0,92.0,76.0,12.0,1295.0,Fresh,Upright
The Lost Patrol,the lost patrol,1934.0,100.0,65.0,6.0,439.0,Fresh,Upright
The Love Bug,the love bug,1969.0,76.0,66.0,17.0,39845.0,Fresh,Upright
Lovesick,lovesick,1983.0,40.0,29.0,5.0,802.0,Rotten,Spilled
Lust for Life,lust for life,1956.0,100.0,81.0,10.0,3271.0,Fresh,Upright
M,m,1931.0,100.0,95.0,58.0,36181.0,Certified-Fresh,Upright
Madame X,madame x,1966.0,60.0,80.0,5.0,681.0,Fresh,Upright
Made in Heaven,made in heaven,,50.0,83.0,12.0,3887.0,Rotten,Upright
The Magic Flute (Trollflöjten),the magic flute trollfl jten,1975.0,91.0,85.0,23.0,4554.0,Fresh,Upright
The Magnificent Ambersons,the magnificent ambersons,1942.0,89.0,85.0,44.0,6468.0,Certified-Fresh,Upright
The Magnificent Seven,the magnificent seven,1960.0,89.0,87.0,44.0,54026.0,Certified-Fresh,Upright
The Main Event,the main event,1979.0,40.0,42.0,10.0,2366.0,Rotten,Spilled
The Maltese Falcon,the maltese falcon,1941.0,100.0,91.0,56.0,57852.0,Certified-Fresh,Upright
A Man for All Seasons,a man for all seasons,1966.0,83.0,87.0,42.0,9774.0,Certified-Fresh,Upright
The Manchurian Candidate,the manchurian candidate,1962.0,97.0,90.0,59.0,31367.0,Certified-Fresh,Upright
The Manhattan Project,the manhattan project,1986.0,50.0,46.0,18.0,5189.0,Rotten,Spilled
Manhunter,manhunter,1986.0,93.0,77.0,42.0,53295.0,Certified-Fresh,Upright
Mannequin,mannequin,1987.0,21.0,55.0,39.0,44732.0,Rotten,Spilled
The Mark of Zorro,the mark of zorro,1920.0,88.0,71.0,8.0,4985.0,Fresh,Upright
Marty,marty,1955.0,98.0,87.0,42.0,6757.0,Certified-Fresh,Upright
Masquerade,masquerade,1988.0,50.0,50.0,16.0,1535.0,Rotten,Spilled
The Mechanic,the mechanic,1972.0,25.0,66.0,8.0,4721.0,Rotten,Upright
